case,method,seed,status,elapsed_us,probes,prime,oracle,degree_race,num_terms,den_terms,setup_ms,selected_methods,selection_probes,sparse_rows,sparse_row_fallbacks
firefly_f3,Automatic,1,ok,11639741.590,26702,9223372036854775783,cached_powers,0,26333,3,32.713,CuytLeePruned,218,0,0
firefly_f4,Automatic,1,ok,45073106.898,53531,9223372036854775783,cached_powers,0,53129,3,440.510,CuytLeePruned,254,0,0
