case,method,seed,status,elapsed_us,probes,primes,images,support_reuses,support_fallbacks,probes_by_prime,prime_policy,oracle,num_terms,den_terms,setup_ms
coeff_prop_4l,CuytLeePruned,1,ok,11354194.153,71268,8,7,6,0,2305843009213693967:13089;2305843009213693973:12708;2305843009213694009:12548;2305843009213694017:12006;2305843009213694087:10780;2305843009213694149:7652;2305843009213694173:2482;2305843009213694207:3,Symbolica_default,cached_powers_Q,6671,6051,106.218
coeff_prop_4l,BalancedZippel,1,ok,10264958.222,71001,8,7,6,0,2305843009213693967:12822;2305843009213693973:12708;2305843009213694009:12548;2305843009213694017:12006;2305843009213694087:10780;2305843009213694149:7652;2305843009213694173:2482;2305843009213694207:3,Symbolica_default,cached_powers_Q,6671,6051,50.467
coeff_prop_4l_mod,CuytLeePruned,1,ok,11352779.718,71266,8,7,6,0,2305843009213693967:13087;2305843009213693973:12708;2305843009213694009:12548;2305843009213694017:12006;2305843009213694087:10780;2305843009213694149:7652;2305843009213694173:2482;2305843009213694207:3,Symbolica_default,cached_powers_Q,6671,6051,84.821
coeff_prop_4l_mod,BalancedZippel,1,ok,10309534.019,71001,8,7,6,0,2305843009213693967:12822;2305843009213693973:12708;2305843009213694009:12548;2305843009213694017:12006;2305843009213694087:10780;2305843009213694149:7652;2305843009213694173:2482;2305843009213694207:3,Symbolica_default,cached_powers_Q,6671,6051,49.616
aajamp,CuytLeePruned,1,ok,15879540.720,43925,2,1,0,0,2305843009213693967:43922;2305843009213693973:3,Symbolica_default,cached_powers_Q,23260,7231,5212.279
aajamp,BalancedZippel,1,ok,29811417.506,73159,2,1,0,0,2305843009213693967:73156;2305843009213693973:3,Symbolica_default,cached_powers_Q,23260,7231,5283.852
aajamp_mod,CuytLeePruned,1,ok,15642264.490,43923,2,1,0,0,2305843009213693967:43920;2305843009213693973:3,Symbolica_default,cached_powers_Q,23260,7231,5203.673
aajamp_mod,BalancedZippel,1,ok,29539664.088,73159,2,1,0,0,2305843009213693967:73156;2305843009213693973:3,Symbolica_default,cached_powers_Q,23260,7231,5171.165
