case,method,seed,status,elapsed_us,probes,primes,images,support_reuses,support_fallbacks,probes_by_prime,prime_policy,oracle,num_terms,den_terms,setup_ms
coeff_prop_4l,CuytLeePruned,1,ok,13469651.879,80217,8,7,5,0,2305843009213693967:13089;2305843009213693973:13089;2305843009213694009:12688;2305843009213694017:12457;2305843009213694087:11821;2305843009213694149:10318;2305843009213694173:6752;2305843009213694207:3,Symbolica_default,cached_powers_Q,6671,6051,50.503
coeff_prop_4l,BalancedZippel,1,ok,11423734.955,79683,8,7,5,0,2305843009213693967:12822;2305843009213693973:12822;2305843009213694009:12688;2305843009213694017:12457;2305843009213694087:11821;2305843009213694149:10318;2305843009213694173:6752;2305843009213694207:3,Symbolica_default,cached_powers_Q,6671,6051,70.135
coeff_prop_4l_mod,CuytLeePruned,1,ok,13820209.523,80213,8,7,5,0,2305843009213693967:13087;2305843009213693973:13087;2305843009213694009:12688;2305843009213694017:12457;2305843009213694087:11821;2305843009213694149:10318;2305843009213694173:6752;2305843009213694207:3,Symbolica_default,cached_powers_Q,6671,6051,53.933
coeff_prop_4l_mod,BalancedZippel,1,ok,11493208.582,79683,8,7,5,0,2305843009213693967:12822;2305843009213693973:12822;2305843009213694009:12688;2305843009213694017:12457;2305843009213694087:11821;2305843009213694149:10318;2305843009213694173:6752;2305843009213694207:3,Symbolica_default,cached_powers_Q,6671,6051,50.097
aajamp,CuytLeePruned,1,ok,17517545.349,43925,2,1,0,0,2305843009213693967:43922;2305843009213693973:3,Symbolica_default,cached_powers_Q,23260,7231,5823.868
aajamp,BalancedZippel,1,ok,31602823.458,73159,2,1,0,0,2305843009213693967:73156;2305843009213693973:3,Symbolica_default,cached_powers_Q,23260,7231,6034.822
aajamp_mod,CuytLeePruned,1,ok,16086110.159,43923,2,1,0,0,2305843009213693967:43920;2305843009213693973:3,Symbolica_default,cached_powers_Q,23260,7231,5478.010
aajamp_mod,BalancedZippel,1,ok,31477985.059,73159,2,1,0,0,2305843009213693967:73156;2305843009213693973:3,Symbolica_default,cached_powers_Q,23260,7231,5730.176
