case,method,seed,status,elapsed_us,probes,primes,images,support_reuses,support_fallbacks,probes_by_prime,prime_policy,oracle,num_terms,den_terms,setup_ms
coeff_prop_4l,FireFly_scan,1,ok,30098354.386,71199,11,,,,9223372036854775291:1;9223372036854775337:415;9223372036854775351:3072;9223372036854775399:4897;9223372036854775417:6094;9223372036854775421:7910;9223372036854775433:8573;9223372036854775507:9027;9223372036854775549:9354;9223372036854775643:9363;9223372036854775783:12493,FireFly_default,cached_powers_Q,6671,6051,
coeff_prop_4l,FireFly_default,1,ok,80959508.853,122116,12,,,,9223372036854775279:1;9223372036854775291:1639;9223372036854775337:6514;9223372036854775351:9967;9223372036854775399:11538;9223372036854775417:12309;9223372036854775421:12610;9223372036854775433:12695;9223372036854775507:12713;9223372036854775549:12717;9223372036854775643:13040;9223372036854775783:16373,FireFly_default,cached_powers_Q,6671,6051,
aajamp,FireFly_scan,1,ok,59865205.414,48755,2,,,,9223372036854775643:243;9223372036854775783:48512,FireFly_default,cached_powers_Q,23260,7231,
aajamp,FireFly_default,1,ok,110285179.092,58203,2,,,,9223372036854775643:1;9223372036854775783:58202,FireFly_default,cached_powers_Q,23260,7231,
coeff_prop_4l_mod,FireFly_scan,1,ok,31044613.165,71199,11,,,,9223372036854775291:1;9223372036854775337:415;9223372036854775351:3072;9223372036854775399:4897;9223372036854775417:6094;9223372036854775421:7910;9223372036854775433:8573;9223372036854775507:9027;9223372036854775549:9354;9223372036854775643:9363;9223372036854775783:12493,FireFly_default,cached_powers_Q,6671,6051,
aajamp_mod,FireFly_scan,1,ok,61067915.881,48627,2,,,,9223372036854775643:115;9223372036854775783:48512,FireFly_default,cached_powers_Q,23260,7231,
