case,method,seed,status,elapsed_us,probes,prime,oracle,degree_race,num_terms,den_terms,setup_ms,selected_methods,selection_probes,sparse_rows,sparse_row_fallbacks
firefly_f1,Automatic,1,ok,17395.920,1946,9223372036854775783,cached_powers,0,20,20,0.300,BalancedZippel,132,190,0
firefly_f2,Automatic,1,ok,62348.014,1479,9223372036854775783,cached_powers,0,3,2,0.266,BalancedZippel,227,3,0
firefly_f3,Automatic,1,ok,10865754.696,26706,9223372036854775783,cached_powers,0,26333,3,62.787,CuytLeePruned,222,0,0
firefly_f4,Automatic,1,ok,46246290.890,53535,9223372036854775783,cached_powers,0,53129,3,111.716,CuytLeePruned,258,0,0
