case,method,seed,probe_work,elapsed_us,probes,poles,attempts,thiele,linear_solves,num_terms,den_terms,degree_rows,separation_fallbacks
dense_total3,CuytLee,2,0,371.261,160,0,1,4,14,35,20,0,0
dense_total3,CuytLeePruned,3,0,281.931,94,0,1,4,14,35,20,0,0
dense_total3,BalancedZippel,3,0,377.312,142,0,1,3,0,35,20,18,0
dense_total3,CuytLee,3,0,355.691,160,0,1,4,14,35,20,0,0
dense_total3,BalancedZippelSeparated,3,0,3783.975,255,0,1,6,0,35,20,36,1
dense_box3,BalancedZippelSeparated,1,0,340.001,86,0,1,3,0,64,27,18,0
dense_box3,BalancedZippel,1,0,381.872,102,0,1,3,0,64,27,18,0
dense_box3,CuytLeePruned,1,0,542.272,126,0,1,4,11,64,27,0,0
dense_box3,CuytLee,1,0,814.924,228,0,1,4,11,64,27,0,0
dense_box3,BalancedZippel,2,0,382.252,102,0,1,3,0,64,27,18,0
dense_box3,CuytLeePruned,2,0,3654.624,126,0,1,4,11,64,27,0,0
dense_box3,BalancedZippelSeparated,2,0,336.631,86,0,1,3,0,64,27,18,0
dense_box3,CuytLee,2,0,833.123,228,0,1,4,11,64,27,0,0
dense_box3,CuytLeePruned,3,0,538.632,126,0,1,4,11,64,27,0,0
dense_box3,BalancedZippel,3,0,386.711,102,0,1,3,0,64,27,18,0
dense_box3,CuytLee,3,0,4921.919,228,0,1,4,11,64,27,0,0
dense_box3,BalancedZippelSeparated,3,0,348.232,86,0,1,3,0,64,27,18,0
paper_eq28_y_d,BalancedZippelSeparated,1,0,11087.272,306,0,1,2,0,248,180,7,0
paper_eq28_y_d,BalancedZippel,1,0,13703.682,451,0,1,2,0,248,180,7,0
paper_eq28_y_d,CuytLeePruned,1,0,43238.414,899,0,1,3,14,248,180,0,0
paper_eq28_y_d,CuytLee,1,0,77249.663,1365,0,1,3,14,248,180,0,0
paper_eq28_y_d,BalancedZippel,2,0,13718.492,451,0,1,2,0,248,180,7,0
paper_eq28_y_d,CuytLeePruned,2,0,43237.204,899,0,1,3,14,248,180,0,0
paper_eq28_y_d,BalancedZippelSeparated,2,0,11139.192,306,0,1,2,0,248,180,7,0
paper_eq28_y_d,CuytLee,2,0,74187.750,1365,0,1,3,14,248,180,0,0
paper_eq28_y_d,CuytLeePruned,3,0,37065.600,899,0,1,3,14,248,180,0,0
paper_eq28_y_d,BalancedZippel,3,0,10598.860,451,0,1,2,0,248,180,7,0
paper_eq28_y_d,CuytLee,3,0,41305.626,1365,0,1,3,14,248,180,0,0
paper_eq28_y_d,BalancedZippelSeparated,3,0,4944.789,306,0,1,2,0,248,180,7,0
paper_eq28_d_y,BalancedZippelSeparated,1,0,14232.384,516,0,1,2,0,248,180,30,0
paper_eq28_d_y,BalancedZippel,1,0,29042.020,806,0,1,2,0,248,180,30,0
paper_eq28_d_y,CuytLeePruned,1,0,43038.503,899,0,1,3,14,248,180,0,0
paper_eq28_d_y,CuytLee,1,0,58525.692,1365,0,1,3,14,248,180,0,0
paper_eq28_d_y,BalancedZippel,2,0,19141.663,806,0,1,2,0,248,180,30,0
paper_eq28_d_y,CuytLeePruned,2,0,32724.223,899,0,1,3,14,248,180,0,0
paper_eq28_d_y,BalancedZippelSeparated,2,0,11114.782,516,0,1,2,0,248,180,30,0
paper_eq28_d_y,CuytLee,2,0,53422.252,1365,0,1,3,14,248,180,0,0
paper_eq28_d_y,CuytLeePruned,3,0,32816.794,899,0,1,3,14,248,180,0,0
paper_eq28_d_y,BalancedZippel,3,0,18802.171,806,0,1,2,0,248,180,30,0
paper_eq28_d_y,CuytLee,3,0,56586.234,1365,0,1,3,14,248,180,0,0
paper_eq28_d_y,BalancedZippelSeparated,3,0,11102.702,516,0,1,2,0,248,180,30,0
