case,method,seed,status,elapsed_us,probes,prime,oracle,degree_race,num_terms,den_terms,setup_ms
aajamp,FireFly_default,1,ok,116254375.448,58203,9223372036854775783,cached_powers,0,23260,7231,
aajamp,FireFly_default,2,ok,121817262.034,58203,9223372036854775783,cached_powers,0,23260,7231,
aajamp,FireFly_default,3,ok,109181045.225,58203,9223372036854775783,cached_powers,0,23260,7231,
