case,method,seed,status,elapsed_us,probes,prime,oracle,degree_race,num_terms,den_terms,setup_ms,selected_methods,selection_probes,sparse_rows,sparse_row_fallbacks
firefly_f1,Automatic,1,ok,39446.463,1945,9223372036854775783,cached_powers,0,20,20,0.407,BalancedZippel,131,190,0
firefly_f2,Automatic,1,ok,79746.911,1478,9223372036854775783,cached_powers,0,3,2,0.284,BalancedZippel,226,3,0
firefly_f3,Automatic,1,ok,11600277.973,26702,9223372036854775783,cached_powers,0,26333,3,63.635,CuytLeePruned,218,0,0
firefly_f4,Automatic,1,ok,46251437.638,53531,9223372036854775783,cached_powers,0,53129,3,363.400,CuytLeePruned,254,0,0
