case,baseline,current,change,firefly_best
fire7_nb0_rank2525,47,46,-1,83
fire7_nb0_rank2526,56,55,-1,86
fire7_nb0_rank2527,47,46,-1,71
fire7_nb0_rank2528,55,54,-1,67
fire7_nb0_rank2529,48,47,-1,74
fire7_nb0_rank2530,47,46,-1,82
fire7_nb0_rank2531,47,46,-1,87
fire7_nb0_rank2532,47,46,-1,85
fire7_nb0_rank2533,65,64,-1,77
fire7_nb0_rank2534,47,46,-1,98
fire7_nb0_rank2535,65,64,-1,77
fire7_nb0_rank2536,45,44,-1,93
fire7_nb0_rank2537,47,46,-1,83
fire7_nb0_rank2538,58,57,-1,89
fire7_nb0_rank2539,61,60,-1,76
fire7_nb0_rank2540,47,46,-1,99
fire7_nb0_rank2541,58,57,-1,101
fire7_nb0_rank2542,61,60,-1,64
fire7_nb0_rank2543,46,45,-1,85
fire7_nb0_rank2544,46,45,-1,85
fire7_nb0_rank2545,51,50,-1,108
fire7_nb0_rank2546,51,50,-1,108
fire7_nb0_rank2547,55,54,-1,91
fire7_nb0_rank2548,45,44,-1,88
fire7_nb0_rank2549,58,57,-1,79
fire7_nb0_rank2550,74,73,-1,129
fire7_nb0_rank2551,68,67,-1,123
fire7_nb0_rank2552,47,46,-1,63
fire7_nb0_rank2553,48,47,-1,78
fire7_nb0_rank2554,47,46,-1,85
fire7_nb0_rank2555,51,50,-1,108
fire7_nb0_rank2556,48,47,-1,78
fire7_nb0_rank2557,48,47,-1,78
fire7_nb0_rank2558,44,43,-1,71
fire7_nb0_rank2559,44,43,-1,71
fire7_nb0_rank2560,48,47,-1,78
fire7_nb0_rank2561,44,43,-1,71
fire7_nb0_rank2562,48,47,-1,86
fire7_nb0_rank2563,52,51,-1,76
fire7_nb0_rank2564,46,45,-1,87
fire7_nb0_rank2565,52,51,-1,76
fire7_nb0_rank2566,62,61,-1,77
fire7_nb0_rank2567,47,46,-1,77
fire7_nb0_rank2568,47,46,-1,78
fire7_nb0_rank2569,55,54,-1,93
fire7_nb0_rank2570,49,48,-1,88
fire7_nb0_rank2571,55,54,-1,67
fire7_nb0_rank2572,66,65,-1,100
fire7_nb0_rank2573,62,61,-1,77
fire7_nb0_rank2574,48,47,-1,78
fire7_nb0_rank2575,48,47,-1,78
fire7_nb0_rank2576,58,57,-1,89
fire7_nb0_rank2577,58,57,-1,89
fire7_nb0_rank2578,48,47,-1,59
fire7_nb0_rank2579,55,54,-1,66
fire7_nb0_rank2580,48,47,-1,79
fire7_nb0_rank2581,47,46,-1,63
fire7_nb0_rank2582,47,46,-1,73
fire7_nb0_rank2583,47,46,-1,76
fire7_nb0_rank2584,46,45,-1,76
fire7_nb0_rank2585,45,44,-1,90
fire7_nb0_rank2586,48,47,-1,79
fire7_nb0_rank2587,66,65,-1,50
fire7_nb0_rank2588,59,58,-1,74
fire7_nb0_rank2589,62,61,-1,77
fire7_nb0_rank2590,53,52,-1,79
fire7_nb0_rank2591,50,49,-1,87
fire7_nb0_rank2592,53,52,-1,79
fire7_nb0_rank2593,50,49,-1,91
fire7_nb0_rank2594,53,52,-1,79
fire7_nb0_rank2595,53,52,-1,79
fire7_nb0_rank2596,50,49,-1,87
fire7_nb0_rank2597,50,49,-1,91
fire7_nb0_rank2598,58,57,-1,76
fire7_nb0_rank2599,62,61,-1,77
fire7_nb0_rank2600,50,49,-1,91
fire7_nb0_rank2601,49,48,-1,87
fire7_nb0_rank2602,52,51,-1,88
fire7_nb0_rank2603,47,46,-1,89
fire7_nb0_rank2604,50,49,-1,69
fire7_nb0_rank2605,50,49,-1,86
fire7_nb0_rank2606,47,46,-1,85
fire7_nb0_rank2607,46,45,-1,71
fire7_nb0_rank2608,48,47,-1,85
fire7_nb0_rank2609,48,47,-1,78
fire7_nb0_rank2610,47,46,-1,70
fire7_nb0_rank2611,49,48,-1,68
fire7_nb0_rank2612,56,55,-1,79
fire7_nb0_rank2613,51,50,-1,84
fire7_nb0_rank2614,49,48,-1,74
fire7_nb0_rank2615,46,45,-1,71
fire7_nb0_rank2616,45,44,-1,70
fire7_nb0_rank2617,47,46,-1,70
fire7_nb0_rank2618,47,46,-1,72
fire7_nb0_rank2619,52,51,-1,62
fire7_nb0_rank2620,50,49,-1,58
fire7_nb0_rank2621,50,49,-1,65
fire7_nb0_rank2622,56,55,-1,81
fire7_nb0_rank2623,47,46,-1,76
fire7_nb0_rank2624,52,51,-1,64
fire7_nb0_rank2625,48,47,-1,75
fire7_nb0_rank2626,46,45,-1,65
fire7_nb0_rank2627,46,45,-1,65
fire7_nb0_rank2628,46,45,-1,64
fire7_nb0_rank2629,47,46,-1,95
fire7_nb0_rank2630,50,49,-1,81
fire7_nb0_rank2631,56,55,-1,67
fire7_nb0_rank2632,47,46,-1,81
fire7_nb0_rank2633,52,51,-1,74
fire7_nb0_rank2634,61,60,-1,56
fire7_nb0_rank2635,49,48,-1,85
fire7_nb0_rank2636,50,49,-1,79
fire7_nb0_rank2637,47,46,-1,84
fire7_nb0_rank2638,48,47,-1,85
fire7_nb0_rank2639,50,49,-1,67
fire7_nb0_rank2640,47,46,-1,70
fire7_nb0_rank2641,51,50,-1,77
fire7_nb0_rank2642,66,65,-1,84
fire7_nb0_rank2643,51,50,-1,88
fire7_nb0_rank2644,48,47,-1,59
fire7_nb0_rank2645,61,60,-1,112
fire7_nb0_rank2646,64,63,-1,50
fire7_nb0_rank2647,51,50,-1,77
fire7_nb0_rank2648,61,60,-1,112
fire7_nb0_rank2649,46,45,-1,61
fire7_nb0_rank2650,46,45,-1,59
fire7_nb0_rank2651,49,48,-1,89
fire7_nb0_rank2652,46,45,-1,61
fire7_nb0_rank2653,46,45,-1,61
fire7_nb0_rank2654,49,48,-1,88
fire7_nb0_rank2655,46,45,-1,65
fire7_nb0_rank2656,45,44,-1,65
fire7_nb0_rank2657,52,51,-1,50
fire7_nb0_rank2658,52,51,-1,48
fire7_nb0_rank2659,51,50,-1,77
fire7_nb0_rank2660,58,57,-1,59
fire7_nb0_rank2661,51,50,-1,64
fire7_nb0_rank2662,42,41,-1,77
fire7_nb0_rank2663,46,45,-1,70
fire7_nb0_rank2664,45,44,-1,62
fire7_nb0_rank2665,50,49,-1,75
fire7_nb0_rank2666,45,44,-1,62
fire7_nb0_rank2667,60,59,-1,49
fire7_nb0_rank2668,50,49,-1,75
fire7_nb0_rank2669,60,59,-1,48
fire7_nb0_rank2670,56,55,-1,48
fire7_nb0_rank2671,45,44,-1,62
fire7_nb0_rank2672,63,62,-1,64
fire7_nb0_rank2673,45,44,-1,57
fire7_nb0_rank2674,46,45,-1,76
fire7_nb0_rank2675,46,45,-1,65
fire7_nb0_rank2676,56,55,-1,48
fire7_nb0_rank2677,51,50,-1,77
fire7_nb0_rank2678,52,51,-1,71
fire7_nb0_rank2679,47,46,-1,69
fire7_nb0_rank2680,51,50,-1,49
fire7_nb0_rank2681,63,62,-1,48
fire7_nb0_rank2682,68,67,-1,76
fire7_nb0_rank2683,52,51,-1,71
fire7_nb0_rank2684,46,45,-1,59
fire7_nb0_rank2685,44,43,-1,60
fire7_nb0_rank2686,52,51,-1,51
fire7_nb0_rank2687,45,44,-1,59
fire7_nb0_rank2688,50,49,-1,48
fire7_nb0_rank2689,49,48,-1,60
fire7_nb0_rank2690,44,43,-1,59
fire7_nb0_rank2691,45,44,-1,57
fire7_nb0_rank2692,44,43,-1,59
fire7_nb0_rank2693,44,43,-1,59
fire7_nb0_rank2694,44,43,-1,74
fire7_nb0_rank2695,58,57,-1,50
fire7_nb0_rank2696,59,58,-1,98
fire7_nb0_rank2697,50,49,-1,45
fire7_nb0_rank2698,45,44,-1,57
fire7_nb0_rank2699,47,46,-1,65
fire7_nb0_rank2700,59,58,-1,98
fire7_nb0_rank2701,46,45,-1,64
fire7_nb0_rank2702,50,49,-1,70
fire7_nb0_rank2703,47,46,-1,69
fire7_nb0_rank2704,62,61,-1,62
fire7_nb0_rank2705,53,52,-1,77
fire7_nb0_rank2706,42,41,-1,70
fire7_nb0_rank2707,42,41,-1,66
fire7_nb0_rank2708,42,41,-1,57
fire7_nb0_rank2709,42,41,-1,77
fire7_nb0_rank2710,44,43,-1,56
fire7_nb0_rank2711,44,43,-1,72
fire7_nb0_rank2712,49,48,-1,75
fire7_nb0_rank2713,42,41,-1,57
fire7_nb0_rank2714,44,43,-1,59
fire7_nb0_rank2715,47,46,-1,65
fire7_nb0_rank2716,58,57,-1,63
fire7_nb0_rank2717,58,57,-1,59
fire7_nb0_rank2718,44,43,-1,59
fire7_nb0_rank2719,49,48,-1,75
fire7_nb0_rank2720,49,48,-1,73
fire7_nb0_rank2721,42,41,-1,63
fire7_nb0_rank2722,42,41,-1,64
fire7_nb0_rank2723,49,48,-1,75
fire7_nb0_rank2724,50,49,-1,72
fire7_nb0_rank2725,40,39,-1,63
fire7_nb0_rank2726,49,48,-1,75
fire7_nb0_rank2727,44,43,-1,47
fire7_nb0_rank2728,40,39,-1,57
fire7_nb0_rank2729,47,46,-1,65
fire7_nb0_rank2730,47,46,-1,66
fire7_nb0_rank2731,50,49,-1,45
fire7_nb0_rank2732,47,46,-1,58
fire7_nb0_rank2733,42,41,-1,63
fire7_nb0_rank2734,50,49,-1,45
fire7_nb0_rank2735,50,49,-1,45
fire7_nb0_rank2736,58,57,-1,49
fire7_nb0_rank2737,44,43,-1,59
fire7_nb0_rank2738,43,42,-1,66
fire7_nb0_rank2739,44,43,-1,55
fire7_nb0_rank2740,44,43,-1,50
fire7_nb0_rank2741,71,70,-1,61
fire7_nb0_rank2742,50,49,-1,49
fire7_nb0_rank2743,42,41,-1,63
fire7_nb0_rank2744,43,42,-1,66
fire7_nb0_rank2745,50,49,-1,45
fire7_nb0_rank2746,43,42,-1,68
fire7_nb0_rank2747,43,42,-1,71
fire7_nb0_rank2748,43,42,-1,71
fire7_nb0_rank2749,43,42,-1,70
fire7_nb0_rank2750,43,42,-1,60
fire7_nb0_rank2751,42,41,-1,63
fire7_nb0_rank2752,41,40,-1,63
fire7_nb0_rank2753,41,40,-1,61
fire7_nb0_rank2754,41,40,-1,59
fire7_nb0_rank2755,43,42,-1,51
fire7_nb0_rank2756,47,46,-1,71
fire7_nb0_rank2757,50,49,-1,45
fire7_nb0_rank2758,48,47,-1,45
fire7_nb0_rank2759,42,41,-1,63
fire7_nb0_rank2760,50,49,-1,45
fire7_nb0_rank2761,44,43,-1,57
fire7_nb0_rank2762,53,52,-1,45
fire7_nb0_rank2763,44,43,-1,46
fire7_nb0_rank2764,44,43,-1,46
fire7_nb0_rank2765,52,51,-1,46
fire7_nb0_rank2766,44,43,-1,51
fire7_nb0_rank2767,44,43,-1,51
fire7_nb0_rank2768,41,40,-1,60
fire7_nb0_rank2769,46,45,-1,57
fire7_nb0_rank2770,48,47,-1,80
fire7_nb0_rank2771,48,47,-1,80
fire7_nb0_rank2772,42,41,-1,63
fire7_nb0_rank2773,54,53,-1,46
fire7_nb0_rank2774,46,45,-1,47
fire7_nb0_rank2775,41,40,-1,45
fire7_nb0_rank2776,43,42,-1,57
fire7_nb0_rank2777,42,41,-1,63
fire7_nb0_rank2778,42,41,-1,57
fire7_nb0_rank2779,42,41,-1,55
fire7_nb0_rank2780,46,45,-1,66
fire7_nb0_rank2781,46,45,-1,66
fire7_nb0_rank2782,51,50,-1,77
fire7_nb0_rank2783,43,42,-1,68
fire7_nb0_rank2784,41,40,-1,45
fire7_nb0_rank2785,41,40,-1,41
fire7_nb0_rank2786,42,41,-1,63
fire7_nb0_rank2787,43,42,-1,43
fire7_nb0_rank2788,47,46,-1,75
fire7_nb0_rank2789,43,42,-1,46
fire7_nb0_rank2790,46,45,-1,57
fire7_nb0_rank2791,42,41,-1,63
fire7_nb0_rank2792,43,42,-1,63
fire7_nb0_rank2793,43,42,-1,63
fire7_nb0_rank2794,38,37,-1,46
fire7_nb0_rank2795,40,39,-1,57
fire7_nb0_rank2796,42,41,-1,60
fire7_nb0_rank2797,51,50,-1,77
fire7_nb0_rank2798,51,50,-1,77
fire7_nb0_rank2799,44,43,-1,47
fire7_nb0_rank2800,43,42,-1,63
fire7_nb0_rank2801,43,42,-1,57
fire7_nb0_rank2802,43,42,-1,63
fire7_nb0_rank2803,42,41,-1,63
fire7_nb0_rank2804,53,52,-1,79
fire7_nb0_rank2805,50,49,-1,45
fire7_nb0_rank2806,42,41,-1,57
fire7_nb0_rank2807,41,40,-1,59
fire7_nb0_rank2808,42,41,-1,63
fire7_nb0_rank2809,41,40,-1,55
fire7_nb0_rank2810,41,40,-1,41
fire7_nb0_rank2811,44,43,-1,75
fire7_nb0_rank2812,45,44,-1,74
fire7_nb0_rank2813,41,40,-1,41
fire7_nb0_rank2814,42,41,-1,68
fire7_nb0_rank2815,42,41,-1,71
fire7_nb0_rank2816,50,49,-1,45
fire7_nb0_rank2817,66,65,-1,51
fire7_nb0_rank2818,41,40,-1,41
fire7_nb0_rank2819,39,38,-1,45
fire7_nb0_rank2820,39,38,-1,41
fire7_nb0_rank2821,38,37,-1,46
fire7_nb0_rank2822,41,40,-1,58
fire7_nb0_rank2823,49,48,-1,69
fire7_nb0_rank2824,49,48,-1,70
fire7_nb0_rank2825,43,42,-1,62
fire7_nb0_rank2826,49,48,-1,71
fire7_nb0_rank2827,41,40,-1,56
fire7_nb0_rank2828,41,40,-1,50
fire7_nb0_rank2829,41,40,-1,58
fire7_nb0_rank2830,49,48,-1,71
fire7_nb0_rank2831,54,53,-1,73
fire7_nb0_rank2832,54,53,-1,70
fire7_nb0_rank2833,41,40,-1,50
fire7_nb0_rank2834,49,48,-1,69
fire7_nb0_rank2835,41,40,-1,56
fire7_nb0_rank2836,41,40,-1,58
fire7_nb0_rank2837,40,39,-1,46
fire7_nb0_rank2838,41,40,-1,41
fire7_nb0_rank2839,43,42,-1,60
fire7_nb0_rank2840,40,39,-1,46
fire7_nb0_rank2841,40,39,-1,48
fire7_nb0_rank2842,40,39,-1,48
fire7_nb0_rank2843,58,57,-1,70
fire7_nb0_rank2844,43,42,-1,62
fire7_nb0_rank2845,38,37,-1,46
fire7_nb0_rank2846,38,37,-1,45
fire7_nb0_rank2847,38,37,-1,49
fire7_nb0_rank2848,53,52,-1,43
fire7_nb0_rank2849,40,39,-1,46
fire7_nb0_rank2850,38,37,-1,46
fire7_nb0_rank2851,47,46,-1,56
fire7_nb0_rank2852,44,43,-1,52
fire7_nb0_rank2853,41,40,-1,57
fire7_nb0_rank2854,41,40,-1,58
fire7_nb0_rank2855,44,43,-1,56
fire7_nb0_rank2856,39,38,-1,41
fire7_nb0_rank2857,38,37,-1,48
fire7_nb0_rank2858,53,52,-1,42
fire7_nb0_rank2859,53,52,-1,42
fire7_nb0_rank2860,51,50,-1,44
fire7_nb0_rank2861,51,50,-1,44
fire7_nb0_rank2862,44,43,-1,47
fire7_nb0_rank2863,43,42,-1,59
fire7_nb0_rank2864,48,47,-1,72
fire7_nb0_rank2865,43,42,-1,57
fire7_nb0_rank2866,38,37,-1,43
fire7_nb0_rank2867,40,39,-1,46
fire7_nb0_rank2868,41,40,-1,57
fire7_nb0_rank2869,41,40,-1,58
fire7_nb0_rank2870,38,37,-1,58
fire7_nb0_rank2871,40,39,-1,46
fire7_nb0_rank2872,39,38,-1,41
fire7_nb0_rank2873,42,41,-1,52
fire7_nb0_rank2874,41,40,-1,56
fire7_nb0_rank2875,41,40,-1,58
fire7_nb0_rank2876,41,40,-1,50
fire7_nb0_rank2877,39,38,-1,41
fire7_nb0_rank2878,38,37,-1,46
fire7_nb0_rank2879,46,45,-1,59
fire7_nb0_rank2880,46,45,-1,59
fire7_nb0_rank2881,39,38,-1,41
fire7_nb0_rank2882,46,45,-1,72
fire7_nb0_rank2883,46,45,-1,44
fire7_nb0_rank2884,46,45,-1,39
fire7_nb0_rank2885,46,45,-1,42
fire7_nb0_rank2886,46,45,-1,42
fire7_nb0_rank2887,47,46,-1,59
fire7_nb0_rank2888,46,45,-1,69
fire7_nb0_rank2889,48,47,-1,51
fire7_nb0_rank2890,47,46,-1,76
fire7_nb0_rank2891,41,40,-1,42
fire7_nb0_rank2892,46,45,-1,59
fire7_nb0_rank2893,46,45,-1,59
fire7_nb0_rank2894,46,45,-1,59
fire7_nb0_rank2895,47,46,-1,64
fire7_nb0_rank2896,42,41,-1,52
fire7_nb0_rank2897,42,41,-1,56
fire7_nb0_rank2898,42,41,-1,52
fire7_nb0_rank2899,46,45,-1,59
fire7_nb0_rank2900,46,45,-1,64
fire7_nb0_rank2901,46,45,-1,64
fire7_nb0_rank2902,43,42,-1,55
fire7_nb0_rank2903,58,57,-1,55
fire7_nb0_rank2904,43,42,-1,63
fire7_nb0_rank2905,46,45,-1,56
fire7_nb0_rank2906,41,40,-1,51
fire7_nb0_rank2907,39,38,-1,51
fire7_nb0_rank2908,42,41,-1,52
fire7_nb0_rank2909,42,41,-1,56
fire7_nb0_rank2910,43,42,-1,40
fire7_nb0_rank2911,44,43,-1,52
fire7_nb0_rank2912,39,38,-1,41
fire7_nb0_rank2913,39,38,-1,41
fire7_nb0_rank2914,39,38,-1,39
fire7_nb0_rank2915,39,38,-1,41
fire7_nb0_rank2916,41,40,-1,62
fire7_nb0_rank2917,41,40,-1,72
fire7_nb0_rank2918,39,38,-1,41
fire7_nb0_rank2919,43,42,-1,40
fire7_nb0_rank2920,49,48,-1,31
fire7_nb0_rank2921,39,38,-1,44
fire7_nb0_rank2922,39,38,-1,37
fire7_nb0_rank2923,49,48,-1,31
fire7_nb0_rank2924,39,38,-1,58
fire7_nb0_rank2925,39,38,-1,69
fire7_nb0_rank2926,44,43,-1,44
fire7_nb0_rank2927,47,46,-1,71
fire7_nb0_rank2928,39,38,-1,60
fire7_nb0_rank2929,44,43,-1,52
fire7_nb0_rank2930,41,40,-1,42
fire7_nb0_rank2931,39,38,-1,39
fire7_nb0_rank2932,46,45,-1,44
fire7_nb0_rank2933,44,43,-1,52
fire7_nb0_rank2934,41,40,-1,41
fire7_nb0_rank2935,39,38,-1,39
fire7_nb0_rank2936,41,40,-1,40
fire7_nb0_rank2937,50,49,-1,46
fire7_nb0_rank2938,53,52,-1,39
fire7_nb0_rank2939,37,36,-1,53
fire7_nb0_rank2940,38,37,-1,53
fire7_nb0_rank2941,38,37,-1,53
fire7_nb0_rank2942,44,43,-1,48
fire7_nb0_rank2943,44,43,-1,52
fire7_nb0_rank2944,44,43,-1,52
fire7_nb0_rank2945,39,38,-1,41
fire7_nb0_rank2946,43,42,-1,39
fire7_nb0_rank2947,39,38,-1,59
fire7_nb0_rank2948,43,42,-1,40
fire7_nb0_rank2949,41,40,-1,41
fire7_nb0_rank2950,40,39,-1,42
fire7_nb0_rank2951,39,38,-1,59
fire7_nb0_rank2952,39,38,-1,52
fire7_nb0_rank2953,42,41,-1,40
fire7_nb0_rank2954,41,40,-1,41
fire7_nb0_rank2955,39,38,-1,45
fire7_nb0_rank2956,43,42,-1,47
fire7_nb0_rank2957,43,42,-1,56
fire7_nb0_rank2958,40,39,-1,48
fire7_nb0_rank2959,37,36,-1,40
fire7_nb0_rank2960,39,38,-1,42
fire7_nb0_rank2961,41,40,-1,40
fire7_nb0_rank2962,41,40,-1,39
fire7_nb0_rank2963,41,40,-1,41
fire7_nb0_rank2964,36,35,-1,33
fire7_nb0_rank2965,41,40,-1,40
fire7_nb0_rank2966,41,40,-1,41
fire7_nb0_rank2967,37,36,-1,44
fire7_nb0_rank2968,38,37,-1,53
fire7_nb0_rank2969,47,46,-1,39
fire7_nb0_rank2970,39,38,-1,54
fire7_nb0_rank2971,36,35,-1,32
fire7_nb0_rank2972,41,40,-1,40
fire7_nb0_rank2973,41,40,-1,39
fire7_nb0_rank2974,41,40,-1,41
fire7_nb0_rank2975,35,34,-1,46
fire7_nb0_rank2976,54,53,-1,58
fire7_nb0_rank2977,52,51,-1,57
fire7_nb0_rank2978,37,36,-1,46
fire7_nb0_rank2979,36,35,-1,46
fire7_nb0_rank2980,37,36,-1,46
fire7_nb0_rank2981,40,39,-1,48
fire7_nb0_rank2982,40,39,-1,48
fire7_nb0_rank2983,40,39,-1,48
fire7_nb0_rank2984,40,39,-1,48
fire7_nb0_rank2985,35,34,-1,46
fire7_nb0_rank2986,40,39,-1,48
fire7_nb0_rank2987,40,39,-1,48
fire7_nb0_rank2988,50,49,-1,64
fire7_nb0_rank2989,36,35,-1,46
fire7_nb0_rank2990,35,34,-1,41
fire7_nb0_rank2991,52,51,-1,30
fire7_nb0_rank2992,37,36,-1,31
fire7_nb0_rank2993,52,51,-1,29
fire7_nb0_rank2994,38,37,-1,41
fire7_nb0_rank2995,42,41,-1,31
fire7_nb0_rank2996,42,41,-1,27
fire7_nb0_rank2997,36,35,-1,43
fire7_nb0_rank2998,36,35,-1,46
fire7_nb0_rank2999,36,35,-1,46
fire7_nb0_rank3000,36,35,-1,46
fire7_nb0_rank3001,42,41,-1,29
fire7_nb0_rank3002,42,41,-1,29
fire7_nb0_rank3003,42,41,-1,27
fire7_nb0_rank3004,41,40,-1,38
fire7_nb0_rank3005,41,40,-1,40
fire7_nb0_rank3006,41,40,-1,42
fire7_nb0_rank3007,41,40,-1,40
fire7_nb0_rank3008,58,57,-1,45
fire7_nb0_rank3009,42,41,-1,27
fire7_nb0_rank3010,36,35,-1,37
fire7_nb0_rank3011,41,40,-1,38
fire7_nb0_rank3012,37,36,-1,29
fire7_nb0_rank3013,37,36,-1,30
fire7_nb0_rank3014,41,40,-1,40
fire7_nb0_rank3015,38,37,-1,41
fire7_nb0_rank3016,38,37,-1,41
fire7_nb0_rank3017,38,37,-1,41
fire7_nb0_rank3018,38,37,-1,38
fire7_nb0_rank3019,41,40,-1,40
fire7_nb0_rank3020,41,40,-1,40
fire7_nb0_rank3021,38,37,-1,38
fire7_nb0_rank3022,40,39,-1,48
fire7_nb0_rank3023,40,39,-1,44
fire7_nb0_rank3024,40,39,-1,48
fire7_nb0_rank3025,49,48,-1,40
fire7_nb0_rank3026,39,38,-1,29
fire7_nb0_rank3027,38,37,-1,41
fire7_nb0_rank3028,38,37,-1,41
fire7_nb0_rank3029,38,37,-1,41
fire7_nb0_rank3030,38,37,-1,38
fire7_nb0_rank3031,38,37,-1,41
fire7_nb0_rank3032,38,37,-1,41
fire7_nb0_rank3033,35,34,-1,39
fire7_nb0_rank3034,41,40,-1,51
fire7_nb0_rank3035,38,37,-1,41
fire7_nb0_rank3036,37,36,-1,45
fire7_nb0_rank3037,43,42,-1,40
fire7_nb0_rank3038,37,36,-1,33
fire7_nb0_rank3039,41,40,-1,58
fire7_nb0_rank3040,36,35,-1,39
fire7_nb0_rank3041,38,37,-1,44
fire7_nb0_rank3042,38,37,-1,38
fire7_nb0_rank3043,37,36,-1,43
fire7_nb0_rank3044,37,36,-1,39
fire7_nb0_rank3045,49,48,-1,40
fire7_nb0_rank3046,37,36,-1,31
fire7_nb0_rank3047,37,36,-1,29
fire7_nb0_rank3048,56,55,-1,27
fire7_nb0_rank3049,38,37,-1,44
fire7_nb0_rank3050,39,38,-1,42
fire7_nb0_rank3051,37,36,-1,34
fire7_nb0_rank3052,36,35,-1,43
fire7_nb0_rank3053,37,36,-1,39
fire7_nb0_rank3054,40,39,-1,41
fire7_nb0_rank3055,38,37,-1,41
fire7_nb0_rank3056,38,37,-1,38
fire7_nb0_rank3057,38,37,-1,41
fire7_nb0_rank3058,52,51,-1,33
fire7_nb0_rank3059,36,35,-1,35
fire7_nb0_rank3060,38,37,-1,35
fire7_nb0_rank3061,47,46,-1,29
fire7_nb0_rank3062,42,41,-1,28
fire7_nb0_rank3063,37,36,-1,44
fire7_nb0_rank3064,40,39,-1,41
fire7_nb0_rank3065,40,39,-1,44
fire7_nb0_rank3066,37,36,-1,40
fire7_nb0_rank3067,36,35,-1,31
fire7_nb0_rank3068,50,49,-1,26
fire7_nb0_rank3069,48,47,-1,27
fire7_nb0_rank3070,40,39,-1,41
fire7_nb0_rank3071,40,39,-1,41
fire7_nb0_rank3072,40,39,-1,41
fire7_nb0_rank3073,40,39,-1,44
fire7_nb0_rank3074,36,35,-1,32
fire7_nb0_rank3075,40,39,-1,27
fire7_nb0_rank3076,37,36,-1,34
fire7_nb0_rank3077,37,36,-1,40
fire7_nb0_rank3078,51,50,-1,27
fire7_nb0_rank3079,51,50,-1,26
fire7_nb0_rank3080,35,34,-1,27
fire7_nb0_rank3081,37,36,-1,34
fire7_nb0_rank3082,37,36,-1,40
fire7_nb0_rank3083,42,41,-1,27
fire7_nb0_rank3084,40,39,-1,27
fire7_nb0_rank3085,37,36,-1,27
fire7_nb0_rank3086,35,34,-1,35
fire7_nb0_rank3087,37,36,-1,40
fire7_nb0_rank3088,36,35,-1,37
fire7_nb0_rank3089,37,36,-1,28
fire7_nb0_rank3090,37,36,-1,34
fire7_nb0_rank3091,36,35,-1,37
fire7_nb0_rank3092,36,35,-1,33
fire7_nb0_rank3093,34,33,-1,39
fire7_nb0_rank3094,34,33,-1,33
fire7_nb0_rank3095,34,33,-1,33
fire7_nb0_rank3096,34,33,-1,39
fire7_nb0_rank3097,38,37,-1,27
fire7_nb0_rank3098,35,34,-1,37
fire7_nb0_rank3099,35,34,-1,37
fire7_nb0_rank3100,46,45,-1,30
fire7_nb0_rank3101,34,33,-1,27
fire7_nb0_rank3102,34,33,-1,27
fire7_nb0_rank3103,40,39,-1,38
fire7_nb0_rank3104,40,39,-1,41
fire7_nb0_rank3105,40,39,-1,41
fire7_nb0_rank3106,40,39,-1,41
fire7_nb0_rank3107,37,36,-1,40
fire7_nb0_rank3108,38,37,-1,34
fire7_nb0_rank3109,37,36,-1,27
fire7_nb0_rank3110,37,36,-1,27
fire7_nb0_rank3111,38,37,-1,36
fire7_nb0_rank3112,37,36,-1,21
fire7_nb0_rank3113,37,36,-1,22
fire7_nb0_rank3114,39,38,-1,27
fire7_nb0_rank3115,37,36,-1,38
fire7_nb0_rank3116,41,40,-1,40
fire7_nb0_rank3117,39,38,-1,43
fire7_nb0_rank3118,35,34,-1,20
fire7_nb0_rank3119,35,34,-1,21
fire7_nb0_rank3120,37,36,-1,40
fire7_nb0_rank3121,36,35,-1,37
fire7_nb0_rank3122,40,39,-1,22
fire7_nb0_rank3123,38,37,-1,22
fire7_nb0_rank3124,40,39,-1,41
fire7_nb0_rank3125,36,35,-1,37
fire7_nb0_rank3126,44,43,-1,35
fire7_nb0_rank3127,37,36,-1,46
fire7_nb0_rank3128,37,36,-1,45
fire7_nb0_rank3129,39,38,-1,43
fire7_nb0_rank3130,35,34,-1,22
fire7_nb0_rank3131,35,34,-1,26
fire7_nb0_rank3132,35,34,-1,24
fire7_nb0_rank3133,35,34,-1,26
fire7_nb0_rank3134,35,34,-1,24
fire7_nb0_rank3135,36,35,-1,37
fire7_nb0_rank3136,36,35,-1,37
fire7_nb0_rank3137,35,34,-1,22
fire7_nb0_rank3138,34,33,-1,22
fire7_nb0_rank3139,35,34,-1,26
fire7_nb0_rank3140,37,36,-1,21
fire7_nb0_rank3141,34,33,-1,28
fire7_nb0_rank3142,33,32,-1,21
fire7_nb0_rank3143,35,34,-1,22
fire7_nb0_rank3144,35,34,-1,21
fire7_nb0_rank3145,35,34,-1,25
fire7_nb0_rank3146,35,34,-1,26
fire7_nb0_rank3147,36,35,-1,41
fire7_nb0_rank3148,34,33,-1,34
fire7_nb0_rank3149,34,33,-1,36
fire7_nb0_rank3150,35,34,-1,30
fire7_nb0_rank3151,35,34,-1,26
fire7_nb0_rank3152,35,34,-1,24
fire7_nb0_rank3153,35,34,-1,25
fire7_nb0_rank3154,34,33,-1,30
fire7_nb0_rank3155,34,33,-1,30
fire7_nb0_rank3156,35,34,-1,28
fire7_nb0_rank3157,32,31,-1,24
fire7_nb0_rank3158,43,42,-1,38
fire7_nb0_rank3159,34,33,-1,22
