case,method,seed,status,elapsed_us,probes,primes,images,support_reuses,support_fallbacks,probes_by_prime,prime_policy,oracle,num_terms,den_terms,setup_ms,selected_methods
fire7_graph5_rank0017,Automatic,1,ok,325.571,45,2,1,0,0,2305843009213693967:42;2305843009213693973:3,Symbolica_default,cached_powers_Q,16,12,0.577,BalancedZippel
fire7_graph5_rank0018,BalancedZippelSeparated,1,ok,531.582,36,2,1,0,0,2305843009213693967:33;2305843009213693973:3,Symbolica_default,cached_powers_Q,14,10,0.399,BalancedZippelSeparated
fire7_graph5_rank0018,FireFly_default,1,ok,2928.439,51,2,,,,9223372036854775643:1;9223372036854775783:50,FireFly_default,cached_powers_Q,14,10,,
fire7_graph5_rank0018,FireFly_scan,1,ok,5289.909,115,2,,,,9223372036854775643:31;9223372036854775783:84,FireFly_default,cached_powers_Q,14,10,,
fire7_graph5_rank0018,FIRE7_Q_learned,1,ok,1496.115,100,3,2,,,18446744073709551521:3;18446744073709551533:42;18446744073709551557:55,FIRE7_native_64,cached_powers_Q,14,10,,
fire7_graph5_rank0018,Automatic,1,ok,285.331,40,2,1,0,0,2305843009213693967:37;2305843009213693973:3,Symbolica_default,cached_powers_Q,14,10,0.439,BalancedZippel
fire7_graph5_rank0019,BalancedZippelSeparated,1,ok,213.891,36,2,1,0,0,2305843009213693967:33;2305843009213693973:3,Symbolica_default,cached_powers_Q,14,10,0.285,BalancedZippelSeparated
fire7_graph5_rank0019,FireFly_default,1,ok,2164.298,51,2,,,,9223372036854775643:1;9223372036854775783:50,FireFly_default,cached_powers_Q,14,10,,
fire7_graph5_rank0019,FireFly_scan,1,ok,4980.447,115,2,,,,9223372036854775643:31;9223372036854775783:84,FireFly_default,cached_powers_Q,14,10,,
fire7_graph5_rank0019,FIRE7_Q_learned,1,ok,1623.696,100,3,2,,,18446744073709551521:3;18446744073709551533:42;18446744073709551557:55,FIRE7_native_64,cached_powers_Q,14,10,,
fire7_graph5_rank0019,Automatic,1,ok,355.421,40,2,1,0,0,2305843009213693967:37;2305843009213693973:3,Symbolica_default,cached_powers_Q,14,10,0.597,BalancedZippel
fire7_graph5_rank0020,BalancedZippelSeparated,1,ok,292.631,32,2,1,0,0,2305843009213693967:29;2305843009213693973:3,Symbolica_default,cached_powers_Q,12,12,0.607,BalancedZippelSeparated
fire7_graph5_rank0020,FireFly_default,1,ok,3062.391,54,2,,,,9223372036854775643:1;9223372036854775783:53,FireFly_default,cached_powers_Q,12,12,,
fire7_graph5_rank0020,FireFly_scan,1,ok,7400.216,121,2,,,,9223372036854775643:33;9223372036854775783:88,FireFly_default,cached_powers_Q,12,12,,
fire7_graph5_rank0020,FIRE7_Q_learned,1,ok,1412.484,75,3,2,,,18446744073709551521:3;18446744073709551533:33;18446744073709551557:39,FIRE7_native_64,cached_powers_Q,12,12,,
fire7_graph5_rank0020,Automatic,1,ok,238.961,37,2,1,0,0,2305843009213693967:34;2305843009213693973:3,Symbolica_default,cached_powers_Q,12,12,0.272,BalancedZippel
fire7_graph5_rank0021,BalancedZippelSeparated,1,ok,216.091,38,2,1,0,0,2305843009213693967:35;2305843009213693973:3,Symbolica_default,cached_powers_Q,13,10,0.462,BalancedZippelSeparated
fire7_graph5_rank0021,FireFly_default,1,ok,2239.828,54,2,,,,9223372036854775643:1;9223372036854775783:53,FireFly_default,cached_powers_Q,13,10,,
fire7_graph5_rank0021,FireFly_scan,1,ok,5044.097,121,2,,,,9223372036854775643:31;9223372036854775783:90,FireFly_default,cached_powers_Q,13,10,,
fire7_graph5_rank0021,FIRE7_Q_learned,1,ok,1507.515,102,3,2,,,18446744073709551521:3;18446744073709551533:44;18446744073709551557:55,FIRE7_native_64,cached_powers_Q,13,10,,
fire7_graph5_rank0021,Automatic,1,ok,241.841,42,2,1,0,0,2305843009213693967:39;2305843009213693973:3,Symbolica_default,cached_powers_Q,13,10,0.304,BalancedZippel
fire7_graph5_rank0022,BalancedZippelSeparated,1,ok,292.241,38,2,1,0,0,2305843009213693967:35;2305843009213693973:3,Symbolica_default,cached_powers_Q,13,10,0.432,BalancedZippelSeparated
fire7_graph5_rank0022,FireFly_default,1,ok,3092.280,54,2,,,,9223372036854775643:1;9223372036854775783:53,FireFly_default,cached_powers_Q,13,10,,
fire7_graph5_rank0022,FireFly_scan,1,ok,6378.222,121,2,,,,9223372036854775643:31;9223372036854775783:90,FireFly_default,cached_powers_Q,13,10,,
fire7_graph5_rank0022,FIRE7_Q_learned,1,ok,2256.038,102,3,2,,,18446744073709551521:3;18446744073709551533:44;18446744073709551557:55,FIRE7_native_64,cached_powers_Q,13,10,,
fire7_graph5_rank0022,Automatic,1,ok,240.220,42,2,1,0,0,2305843009213693967:39;2305843009213693973:3,Symbolica_default,cached_powers_Q,13,10,0.484,BalancedZippel
fire7_graph5_rank0023,BalancedZippelSeparated,1,ok,223.821,36,2,1,0,0,2305843009213693967:33;2305843009213693973:3,Symbolica_default,cached_powers_Q,14,10,0.418,BalancedZippelSeparated
fire7_graph5_rank0023,FireFly_default,1,ok,2158.837,51,2,,,,9223372036854775643:1;9223372036854775783:50,FireFly_default,cached_powers_Q,14,10,,
fire7_graph5_rank0023,FireFly_scan,1,ok,5185.258,126,2,,,,9223372036854775643:31;9223372036854775783:95,FireFly_default,cached_powers_Q,14,10,,
fire7_graph5_rank0023,FIRE7_Q_learned,1,ok,1456.805,100,3,2,,,18446744073709551521:3;18446744073709551533:42;18446744073709551557:55,FIRE7_native_64,cached_powers_Q,14,10,,
fire7_graph5_rank0023,Automatic,1,ok,237.411,40,2,1,0,0,2305843009213693967:37;2305843009213693973:3,Symbolica_default,cached_powers_Q,14,10,0.305,BalancedZippel
