case,method,seed,status,elapsed_us,probes,primes,images,support_reuses,support_fallbacks,probes_by_prime,prime_policy,oracle,num_terms,den_terms,setup_ms,selected_methods
ibp_tth2l_b25_rank0003,FireFly_default,1,ok,453411.746,2414,22,,,,9223372036854774917:1;9223372036854774937:39;9223372036854774959:54;9223372036854775057:65;9223372036854775073:65;9223372036854775097:89;9223372036854775139:113;9223372036854775159:125;9223372036854775181:125;9223372036854775259:130;9223372036854775279:130;9223372036854775291:130;9223372036854775337:130;9223372036854775351:130;9223372036854775399:130;9223372036854775417:130;9223372036854775421:130;9223372036854775433:130;9223372036854775507:130;9223372036854775549:130;9223372036854775643:134;9223372036854775783:174,FireFly_default,cached_powers_Q,65,70,,
ibp_tth2l_b25_rank0003,FireFly_scan,1,ok,243127.746,2033,21,,,,9223372036854774937:1;9223372036854774959:35;9223372036854775057:40;9223372036854775073:44;9223372036854775097:106;9223372036854775139:106;9223372036854775159:106;9223372036854775181:106;9223372036854775259:106;9223372036854775279:106;9223372036854775291:106;9223372036854775337:106;9223372036854775351:106;9223372036854775399:106;9223372036854775417:106;9223372036854775421:106;9223372036854775433:106;9223372036854775507:106;9223372036854775549:106;9223372036854775643:126;9223372036854775783:197,FireFly_default,cached_powers_Q,65,70,,
ibp_tth2l_b25_rank0003,FIRE7_Q_learned,1,ok,580529.726,3604,22,21,,,18446744073709550593:3;18446744073709550671:171;18446744073709550681:171;18446744073709550717:171;18446744073709550719:171;18446744073709550771:171;18446744073709550773:171;18446744073709550791:171;18446744073709550873:171;18446744073709551113:171;18446744073709551163:171;18446744073709551191:171;18446744073709551253:171;18446744073709551263:171;18446744073709551293:171;18446744073709551337:171;18446744073709551359:171;18446744073709551427:171;18446744073709551437:171;18446744073709551521:171;18446744073709551533:171;18446744073709551557:181,FIRE7_native_64,cached_powers_Q,65,70,,
ibp_tth2l_b25_rank0003,Rare_scaling,1,ok,94717.705,6799,49,,,,1152921504606846883:170;1152921504606846869:141;1152921504606846803:141;1152921504606846797:141;1152921504606846719:141;1152921504606846697:141;1152921504606846607:141;1152921504606846581:141;1152921504606846577:141;1152921504606846523:141;1152921504606846419:141;1152921504606846397:141;1152921504606846347:141;1152921504606846307:141;1152921504606846281:141;1152921504606846269:141;1152921504606846259:141;1152921504606846251:141;1152921504606846223:141;1152921504606846199:141;1152921504606846179:141;1152921504606846097:141;1152921504606846043:141;1152921504606845993:141;1152921504606845977:141;1152921504606845849:141;1152921504606845839:141;1152921504606845789:141;1152921504606845777:141;1152921504606845683:141;1152921504606845657:141;1152921504606845647:141;1152921504606845527:141;1152921504606845503:141;1152921504606845473:141;1152921504606845471:141;1152921504606845399:141;1152921504606845387:141;1152921504606845321:141;1152921504606845317:141;1152921504606845269:141;1152921504606845213:141;1152921504606845167:141;1152921504606845161:141;1152921504606845147:141;1152921504606845101:141;1152921504606845027:141;1152921504606844957:141;1152921504606844933:2,Rare_native_60,cached_powers_Q,65,70,,
ibp_tth2l_b25_rank0003,Automatic,1,ok,148806.493,2368,21,20,19,0,2305843009213693967:144;2305843009213693973:136;2305843009213694009:136;2305843009213694017:136;2305843009213694087:136;2305843009213694149:136;2305843009213694173:136;2305843009213694207:136;2305843009213694257:136;2305843009213694317:136;2305843009213694323:136;2305843009213694381:136;2305843009213694411:131;2305843009213694429:126;2305843009213694443:120;2305843009213694491:116;2305843009213694497:69;2305843009213694569:61;2305843009213694597:55;2305843009213694683:47;2305843009213694791:3,Symbolica_default,cached_powers_Q,65,70,4.730,BalancedZippel
ibp_tth2l_b25_rank0004,FireFly_default,1,ok,528022.874,2683,22,,,,9223372036854774917:1;9223372036854774937:47;9223372036854774959:66;9223372036854775057:78;9223372036854775073:78;9223372036854775097:102;9223372036854775139:126;9223372036854775159:138;9223372036854775181:138;9223372036854775259:143;9223372036854775279:143;9223372036854775291:143;9223372036854775337:143;9223372036854775351:143;9223372036854775399:143;9223372036854775417:143;9223372036854775421:143;9223372036854775433:143;9223372036854775507:143;9223372036854775549:143;9223372036854775643:147;9223372036854775783:189,FireFly_default,cached_powers_Q,78,70,,
ibp_tth2l_b25_rank0004,FireFly_scan,1,ok,249167.470,2038,21,,,,9223372036854774937:1;9223372036854774959:36;9223372036854775057:40;9223372036854775073:44;9223372036854775097:106;9223372036854775139:106;9223372036854775159:106;9223372036854775181:106;9223372036854775259:106;9223372036854775279:106;9223372036854775291:106;9223372036854775337:106;9223372036854775351:106;9223372036854775399:106;9223372036854775417:106;9223372036854775421:106;9223372036854775433:106;9223372036854775507:106;9223372036854775549:106;9223372036854775643:128;9223372036854775783:199,FireFly_default,cached_powers_Q,78,70,,
ibp_tth2l_b25_rank0004,FIRE7_Q_learned,1,ok,643626.829,3897,22,21,,,18446744073709550593:3;18446744073709550671:185;18446744073709550681:185;18446744073709550717:185;18446744073709550719:185;18446744073709550771:185;18446744073709550773:185;18446744073709550791:185;18446744073709550873:185;18446744073709551113:185;18446744073709551163:185;18446744073709551191:185;18446744073709551253:185;18446744073709551263:185;18446744073709551293:185;18446744073709551337:185;18446744073709551359:185;18446744073709551427:185;18446744073709551437:185;18446744073709551521:185;18446744073709551533:185;18446744073709551557:194,FIRE7_native_64,cached_powers_Q,78,70,,
ibp_tth2l_b25_rank0004,Rare_scaling,1,ok,115199.083,8165,50,,,,1152921504606846883:195;1152921504606846869:166;1152921504606846803:166;1152921504606846797:166;1152921504606846719:166;1152921504606846697:166;1152921504606846607:166;1152921504606846581:166;1152921504606846577:166;1152921504606846523:166;1152921504606846419:166;1152921504606846397:166;1152921504606846347:166;1152921504606846307:166;1152921504606846281:166;1152921504606846269:166;1152921504606846259:166;1152921504606846251:166;1152921504606846223:166;1152921504606846199:166;1152921504606846179:166;1152921504606846097:166;1152921504606846043:166;1152921504606845993:166;1152921504606845977:166;1152921504606845849:166;1152921504606845839:166;1152921504606845789:166;1152921504606845777:166;1152921504606845683:166;1152921504606845657:166;1152921504606845647:166;1152921504606845527:166;1152921504606845503:166;1152921504606845473:166;1152921504606845471:166;1152921504606845399:166;1152921504606845387:166;1152921504606845321:166;1152921504606845317:166;1152921504606845269:166;1152921504606845213:166;1152921504606845167:166;1152921504606845161:166;1152921504606845147:166;1152921504606845101:166;1152921504606845027:166;1152921504606844957:166;1152921504606844933:166;1152921504606844913:2,Rare_native_60,cached_powers_Q,78,70,,
ibp_tth2l_b25_rank0004,Automatic,1,ok,169154.851,2621,21,20,19,0,2305843009213693967:157;2305843009213693973:149;2305843009213694009:149;2305843009213694017:149;2305843009213694087:149;2305843009213694149:149;2305843009213694173:149;2305843009213694207:149;2305843009213694257:149;2305843009213694317:149;2305843009213694323:149;2305843009213694381:149;2305843009213694411:144;2305843009213694429:139;2305843009213694443:133;2305843009213694491:129;2305843009213694497:82;2305843009213694569:72;2305843009213694597:65;2305843009213694683:58;2305843009213694791:3,Symbolica_default,cached_powers_Q,78,70,4.604,BalancedZippel
