family,method,seed,status,elapsed_us,probes,scalar_requests,cache_hits,outputs,completed,incremental_probes,probes_by_prime
tth2l_b25_all,Symbolica_joint_cache,1,ok,213489823.107,18491,165174,146683,147,147,361;691;39;21;10;22;10;3;7;22;32;3;12;31;33;24;5;3;0;0;3;0;5;6;3;3;2;77;61;9;0;0;62;5;16;0;2;0;0;0;0;0;0;15;15;525;18;3;0;0;0;8;0;0;171;197;0;0;0;0;0;0;0;0;4;4;0;0;0;0;0;1;303;25;0;8;76;5;0;877;1466;0;66;180;384;167;0;0;0;0;0;0;1;7;0;0;3;36;10;0;0;0;0;9;5;113;0;0;0;0;2;32;176;45;0;19;0;0;19;92;161;118;175;1328;1415;209;174;232;101;0;0;0;0;0;1;114;88;0;0;0;0;60;105;0;7293;0;247,2305843009213693967:4686;2305843009213693973:570;2305843009213694009:570;2305843009213694017:570;2305843009213694087:276;2305843009213694149:276;2305843009213694173:276;2305843009213694207:276;2305843009213694257:276;2305843009213694317:276;2305843009213694323:276;2305843009213694381:276;2305843009213694411:276;2305843009213694429:276;2305843009213694443:276;2305843009213694491:276;2305843009213694497:273;2305843009213694569:273;2305843009213694597:273;2305843009213694683:270;2305843009213694791:272;2305843009213694837:269;2305843009213694851:271;2305843009213694887:271;2305843009213694917:270;2305843009213694963:272;2305843009213695001:269;2305843009213695011:268;2305843009213695023:267;2305843009213695113:266;2305843009213695187:262;2305843009213695191:261;2305843009213695209:263;2305843009213695257:261;2305843009213695349:258;2305843009213695361:244;2305843009213695397:240;2305843009213695431:240;2305843009213695437:233;2305843009213695509:230;2305843009213695529:223;2305843009213695547:223;2305843009213695551:216;2305843009213695563:209;2305843009213695577:208;2305843009213695673:204;2305843009213695701:194;2305843009213695793:186;2305843009213695803:175;2305843009213695829:167;2305843009213695869:160;2305843009213695871:151;2305843009213695901:135;2305843009213695937:53;2305843009213695997:3
