family,method,seed,status,elapsed_us,probes,scalar_requests,cache_hits,outputs,completed,incremental_probes,probes_by_prime
xbox2l2m,Symbolica_joint_cache,1,ok,179523756.129,38794,39791,997,4,4,1862;8292;10851;17789,2305843009213693967:38791;2305843009213693973:3
