case,method,seed,status,elapsed_us,probes,prime,oracle,degree_race,num_terms,den_terms,setup_ms,selected_methods,selection_probes,sparse_rows,sparse_row_fallbacks
firefly_f1,Automatic,1,ok,15423.051,1858,9223372036854775783,cached_powers,0,20,20,0.454,BalancedZippel,131,190,0
firefly_f2,Automatic,1,ok,18918.704,1264,9223372036854775783,cached_powers,0,3,2,0.409,BalancedZippel,226,3,0
firefly_f3,Automatic,1,ok,13734507.238,26702,9223372036854775783,cached_powers,0,26333,3,41.439,CuytLeePruned,218,0,0
firefly_f4,Automatic,1,ok,64515139.101,53531,9223372036854775783,cached_powers,0,53129,3,95.355,CuytLeePruned,254,0,0
