case,method,seed,status,elapsed_us,probes,primes,images,support_reuses,support_fallbacks,probes_by_prime,prime_policy,oracle,num_terms,den_terms,setup_ms,selected_methods
ibp_tth2l_b16_rank0001,Automatic,1,ok,2082215.816,3974,2,1,0,0,2305843009213693967:3971;2305843009213693973:3,Symbolica_default,cached_powers_Q,1102,35,43.054,BalancedZippelSeparated
ibp_tth2l_b16_rank0002,Automatic,1,ok,56661.925,427,2,1,0,0,2305843009213693967:424;2305843009213693973:3,Symbolica_default,cached_powers_Q,108,9,4.406,BalancedZippelSeparated
ibp_tth2l_b16_rank0003,Automatic,1,ok,149564.646,715,2,1,0,0,2305843009213693967:712;2305843009213693973:3,Symbolica_default,cached_powers_Q,270,28,40.245,BalancedZippelSeparated
ibp_tth2l_b16_rank0004,Automatic,1,ok,93894.056,606,2,1,0,0,2305843009213693967:603;2305843009213693973:3,Symbolica_default,cached_powers_Q,224,28,33.905,BalancedZippelSeparated
