family,method,seed,status,elapsed_us,probes,scalar_requests,cache_hits,outputs,completed,incremental_probes,probes_by_prime
tth2l_b25,Symbolica_joint_cache,1,ok,97008141.674,14248,23774,9526,4,4,1727;54;12464;3,2305843009213693967:578;2305843009213693973:567;2305843009213694009:567;2305843009213694017:567;2305843009213694087:270;2305843009213694149:270;2305843009213694173:270;2305843009213694207:270;2305843009213694257:270;2305843009213694317:270;2305843009213694323:270;2305843009213694381:270;2305843009213694411:270;2305843009213694429:270;2305843009213694443:270;2305843009213694491:270;2305843009213694497:270;2305843009213694569:270;2305843009213694597:270;2305843009213694683:270;2305843009213694791:269;2305843009213694837:269;2305843009213694851:271;2305843009213694887:268;2305843009213694917:267;2305843009213694963:266;2305843009213695001:266;2305843009213695011:265;2305843009213695023:264;2305843009213695113:263;2305843009213695187:262;2305843009213695191:261;2305843009213695209:260;2305843009213695257:258;2305843009213695349:255;2305843009213695361:244;2305843009213695397:237;2305843009213695431:237;2305843009213695437:230;2305843009213695509:230;2305843009213695529:223;2305843009213695547:223;2305843009213695551:216;2305843009213695563:209;2305843009213695577:208;2305843009213695673:204;2305843009213695701:194;2305843009213695793:186;2305843009213695803:175;2305843009213695829:167;2305843009213695869:160;2305843009213695871:151;2305843009213695901:135;2305843009213695937:53;2305843009213695997:3
